X,Y
0,100.6667
1,107.6667
2,113.6667
3,111.3333
4,124.3333
5,141
6,155
7,159
8,163
9,154
10,147
11,142
12,134
13,117.6667
14,138.6667
15,121.6667
16,118.6667
17,116.3333
18,134.3333
19,133.3333
20,126.3333
21,110
22,101
23,110.3333
24,102.3333
25,117.3333
26,124.3333
27,134.6667
28,84.6667
29,99
30,84
